content_tokens,original_tokens,noise_tokens,original_mass,noise_mass,special_mass,original_mean_weight,noise_mean_weight,top_k_original_fraction,top_tokens,index,label,pred,clean_span_found,text,clean_text
10,7,3,0.9082867028250803,0.09155349615321029,0.0001597846858203411,0.12975524326072577,0.030517832051070098,0.6,?:0.7179:original Ġrates:0.1889:original .:0.0914:noise Ġexchange:0.0014:original Ġmany:0.0001:noise,85,32,32,True,What are your international exchange rates? many thanks.,What are your international exchange rates?
15,7,8,0.3146067818271945,0.6853710403911464,2.2176109268912114e-05,0.044943825975313496,0.0856713800488933,0.4,.:0.6046:noise Ġchange:0.2800:original ?:0.0796:noise Ġrates:0.0343:original Ġhappening:0.0008:noise,86,32,32,True,How often do your exchange rates change. could you confirm what is happening?,How often do your exchange rates change
15,7,8,0.14700977248594427,0.8521960206053336,0.0007940992945805192,0.02100139606942061,0.1065245025756667,0.4,.:0.6395:noise ?:0.2085:noise Ġrate:0.1406:original Ġexchange:0.0062:original Ġwhat:0.0012:noise,87,32,32,True,Please advise what is the exchange rate. could you confirm what is happening?,Please advise what is the exchange rate
12,6,6,0.9998383730589921,2.298819123325302e-05,0.00013865515938960016,0.16663972884316536,3.83136520554217e-06,1.0,?:0.7094:original Ġcalculated:0.2300:original Ġrates:0.0590:original Ġexchange:0.0014:original Ġare:0.0000:original,88,32,32,True,"I would like to ask, How are exchange rates calculated?",How are exchange rates calculated?
12,6,6,0.9979156965855509,0.0002964037148558418,0.0017877825303003192,0.16631928276425847,4.94006191426403e-05,0.8,"Ġrates:0.7521:original Ġon:0.2051:original Ġbased:0.0302:original Ġexchange:0.0104:original ,:0.0001:noise",89,32,32,True,"I would like to ask, what are exchange rates based on",what are exchange rates based on
11,4,7,0.9970260635564046,0.0004236267359374324,0.0025503174401819706,0.24925651588910114,6.051810513391891e-05,0.6,Ġrates:0.9813:original Ġexchange:0.0156:original Ġhoping:0.0002:noise I:0.0001:noise Ġwhat:0.0001:original,90,32,32,True,"I’m hoping you can clarify, what are exchange rates",what are exchange rates
13,8,5,0.9995277874068051,8.091015752142994e-05,0.0003912673273589462,0.12494097342585064,1.6182031504285988e-05,0.8,?:0.8425:original Ġrates:0.1542:original Ġexchange:0.0027:original Ġadvise:0.0000:noise Ġcurrent:0.0000:original,91,32,32,True,"Could you please advise, What are the most current exchange rates?",What are the most current exchange rates?
17,10,7,0.9996934594963705,4.365525796856673e-05,0.0002628133515827358,0.09996934594963705,6.236465424080961e-06,1.0,?:0.7670:original Ġrate:0.0974:original Ġpolicy:0.0721:original Ġto:0.0624:original Ġexchange:0.0004:original,92,32,32,True,"I’m hoping you can clarify, Can you explain your exchange rate policy to me?",Can you explain your exchange rate policy to me?
15,8,7,0.997649208198709,0.0003348350146552548,0.0020157734397798777,0.12470615102483862,4.783357352217925e-05,0.8,?:0.9967:original Ġexchange:0.0006:original Ġhoping:0.0001:noise Ġa:0.0001:original Ġit:0.0001:original,93,32,32,True,"I’m hoping you can clarify, Is it a good time to exchange?",Is it a good time to exchange?
17,10,7,0.8192888101348217,0.18048646532406565,0.00022488122340291739,0.08192888101348217,0.025783780760580806,0.8,?:0.7862:original ?:0.1767:noise Ġrate:0.0272:original Ġlike:0.0022:original Ġapp:0.0017:original,94,32,32,True,What is the exchange rate like on this app? could you confirm what is happening?,What is the exchange rate like on this app?
14,9,5,0.9806923765528381,0.01905191535843187,0.00025568847195245326,0.10896581961698201,0.003810383071686374,0.6,?:0.7758:original Ġrates:0.2037:original .:0.0187:noise Ġexchange:0.0011:original Ġin:0.0001:noise,95,32,32,True,Do you have a list of exchange rates? thank you in advance.,Do you have a list of exchange rates?
16,11,5,0.9972814277543876,0.002631974058203923,8.653230906929821e-05,0.09066194797767159,0.0005263948116407847,0.6,?:0.8459:original Ġrates:0.1507:original .:0.0023:noise Ġexchange:0.0007:original Ġthank:0.0002:noise,96,32,32,True,Can you tell me where you get your exchange rates? thank you in advance.,Can you tell me where you get your exchange rates?
14,11,3,0.9410708937806476,0.058843777844231226,8.543441072106361e-05,0.08555189943460433,0.019614592614743742,0.8,?:0.8258:original Ġrate:0.1003:original .:0.0588:noise Ġexchange:0.0115:original Ġforeign:0.0023:original,97,32,32,True,Will I get a curreng foreign exchange rate? many thanks.,Will I get a curreng foreign exchange rate?
14,9,5,0.9999367428662254,1.086154696849917e-05,5.252456321613863e-05,0.1111040825406917,2.172309393699834e-06,1.0,?:0.9298:original Ġrate:0.0484:original Ġcalculated:0.0111:original Ġexchange:0.0043:original Ġin:0.0039:original,98,32,32,True,"Could you please advise, What currencies is an exchange rate calculated in?",What currencies is an exchange rate calculated in?
12,9,3,0.9997963328671062,3.627579462772701e-05,0.00016742401930969208,0.11108848142967848,1.209193154257567e-05,1.0,?:0.7272:original Ġrates:0.2315:original Ġfrom:0.0396:original Ġexchange:0.0015:original ĠWhere:0.0000:original,99,32,32,True,"Good afternoon, Where do you get your exchange rates from?",Where do you get your exchange rates from?
15,9,6,0.779503639712857,0.2199102002196014,0.0005860966048203409,0.08661151552365078,0.03665170003660023,0.6,?:0.4929:original Ġrates:0.2574:original ?:0.1477:noise Ġwhat:0.0324:noise Ġexchange:0.0290:original,100,32,32,True,What is the base of the exchange rates? what is the expected timeline?,What is the base of the exchange rates?
10,7,3,0.9994329487385585,9.199601663567591e-05,0.00047499602078460157,0.14277613553407978,3.0665338878558636e-05,1.0,?:0.8111:original Ġrate:0.1292:original Ġuse:0.0459:original Ġdo:0.0080:original Ġyou:0.0038:original,101,32,32,True,"Hello there, What exchange rate do you use?",What exchange rate do you use?
5,5,0,0.9981908988265786,0,0.0018091272795572877,0.19963817976531573,,1.0,?:0.6815:original Ġare:0.1778:original Ġrates:0.1359:original Ġexchange:0.0029:original The:0.0002:original,102,32,32,True,The exchange rates are?,The exchange rates are?
12,9,3,0.9487348020642798,0.05102960349540808,0.00023554473591502756,0.10541497800714221,0.017009867831802694,0.8,?:0.6842:original Ġon:0.1437:original Ġrates:0.1203:original .:0.0507:noise Ġexchange:0.0006:original,103,32,32,True,What do you base your exchange rates on? kind regards.,What do you base your exchange rates on?
11,8,3,0.9994654765750965,8.672455624036957e-05,0.00044777835137210786,0.12493318457188707,2.8908185413456522e-05,1.0,?:0.8317:original Ġrate:0.0709:original Ġwill:0.0566:original Ġuse:0.0306:original Ġyou:0.0069:original,104,32,32,True,"Hello there, What foreign exchange rate will you use?",What foreign exchange rate will you use?
17,10,7,0.9998077563232073,2.738758598752611e-05,0.00016487874381709844,0.09998077563232073,3.912512283932301e-06,1.0,?:0.9169:original Ġrate:0.0728:original Ġexchange:0.0099:original Ġget:0.0001:original Ġthe:0.0000:original,105,32,32,True,"I’m hoping you can clarify, How much will I get with the exchange rate?",How much will I get with the exchange rate?
9,6,3,0.5389177362667397,0.4593774063978344,0.0017048424342647195,0.08981962271112327,0.15312580213261148,0.8,.:0.4547:noise ?:0.3611:original Ġrate:0.0933:original Ġbe:0.0537:original Ġwould:0.0279:original,106,32,32,True,The exchange rate would be? please advise.,The exchange rate would be?
13,7,6,0.8646631684123349,0.13451890734722838,0.0008179800352081656,0.1235233097731907,0.02241981789120473,0.6,?:0.7530:original ?:0.1181:noise Ġrate:0.0989:original Ġwhat:0.0117:noise Ġlike:0.0078:original,107,32,32,True,What is the exchange rate like? what are the next steps?,What is the exchange rate like?
15,8,7,0.9997165675774795,4.037822066038643e-05,0.00024308491265401244,0.12496457094718494,5.768317237198062e-06,0.8,?:0.6382:original Ġrates:0.2861:original Ġwork:0.0707:original Ġexchange:0.0048:original Ġhoping:0.0000:noise,108,32,32,True,"I’m hoping you can clarify, How dO your exchange rates work?",How do your exchange rates work?
9,6,3,0.7830383399050334,0.21586760022910312,0.0010940474458038807,0.13050638998417222,0.07195586674303438,0.6,?:0.6423:original .:0.2081:noise Ġrate:0.1353:original Ġplease:0.0072:noise Ġexchange:0.0053:original,109,32,32,True,what is the exchange rate? please advise.,what is the exchange rate?
16,9,7,0.9999126166479755,1.24460364929746e-05,7.492762233596295e-05,0.11110140184977506,1.7780052132820856e-06,1.0,?:0.6331:original Ġfrom:0.1917:original Ġrates:0.1437:original Ġcome:0.0314:original Ġexchange:0.0001:original,110,32,32,True,"I’m hoping you can clarify, Where did your guys exchange rates come from?",Where did your guys exchange rates come from?
15,8,7,0.897676546519051,0.10218720853299601,0.00013627756561618298,0.11220956831488138,0.01459817264757086,0.6,?:0.7834:original Ġrates:0.1105:original ?:0.1004:noise Ġexchange:0.0037:original Ġhappening:0.0006:noise,111,32,32,True,How are you determining your exchange rates? could you confirm what is happening?,How are you determining your exchange rates?
20,11,9,0.5822607924883414,0.41737489679508144,0.000364297884516418,0.05293279931712194,0.04637498853278683,0.4,.:0.4925:original ?:0.3296:noise Ġrate:0.0847:original Ġthis:0.0772:noise Ġresolve:0.0083:noise,112,32,32,True,I'm trying to figure out the current exchange rate. is there a formal way to resolve this?,I'm trying to figure out the current exchange rate.
15,9,6,0.9998661495451415,1.903599843444681e-05,0.0001148171941167675,0.11109623883834906,3.172666405741135e-06,1.0,?:0.7720:original Ġrates:0.2239:original Ġexchange:0.0039:original Ġwhere:0.0001:original Ġare:0.0000:original,113,32,32,True,"I would like to ask, From where are you getting your exchange rates?",From where are you getting your exchange rates?
14,9,5,0.9994750165626556,8.994935160444584e-05,0.00043497938895598054,0.11105277961807285,1.798987032088917e-05,0.8,?:0.8962:original Ġrate:0.0969:original Ġexchange:0.0062:original Ġforeign:0.0001:original Ġadvise:0.0000:noise,114,32,32,True,"Could you please advise, Can you tell me the foreign exchange rate?",Can you tell me the foreign exchange rate?
9,6,3,0.99987849916306,1.9714157133421395e-05,0.00010178866068599746,0.16664641652717668,6.571385711140465e-06,0.6,"Ġchange:0.8823:original Ġrates:0.1171:original Ġexchange:0.0004:original Hello:0.0000:noise ,:0.0000:noise",115,32,32,True,"Hello there, why do your exchange rates change",why do your exchange rates change
18,15,3,0.9999448627751804,9.81656876319903e-06,4.530650403467007e-05,0.06666299085167869,3.27218958773301e-06,1.0,?:0.9616:original Ġmoney:0.0164:original Ġrate:0.0078:original Ġexchange:0.0065:original Ġwill:0.0034:original,116,32,32,True,"Good afternoon, What kind of foreign exchange rate will I get when I exchange my money?",What kind of foreign exchange rate will I get when I exchange my money?
10,7,3,0.9447371347130229,0.05509488288771536,0.0001680075511103496,0.13496244781614614,0.018364960962571786,0.8,?:0.8831:original Ġrate:0.0573:original .:0.0550:noise Ġexchange:0.0042:original Ġforeign:0.0001:original,117,32,32,True,What is my foreign exchange rate? many thanks.,What is my foreign exchange rate?
10,6,4,0.17293913289904594,0.800431591575034,0.02662922628223896,0.028823188816507656,0.2001078978937585,0.6,.:0.7954:noise Ġdetermined:0.1461:original Ġrate:0.0126:original Ġget:0.0092:original .:0.0025:noise,118,32,32,True,when does the rate get determined. kind regards.,when does the rate get determined
15,9,6,0.9256750450376785,0.07396981443162076,0.0003550553519744426,0.10285278278196427,0.012328302405270128,0.6,?:0.8711:original ?:0.0668:noise Ġrate:0.0432:original Ġfor:0.0066:original Ġwhat:0.0045:noise,119,32,32,True,What is the current exchange rate for me? what are the next steps?,What is the current exchange rate for me?
20,13,7,0.14751323406864714,0.8524858458280278,9.261009381589247e-07,0.011347171851434395,0.12178369226114683,0.4,.:0.6230:noise ).:0.1788:noise Ġwrong:0.1332:original Ġ(:0.0506:noise Ġrate:0.0066:original,120,17,17,True,I purchased something in a foreign currency but the rate applied is wrong. (as soon as possible).,I purchased something in a foreign currency but the rate applied is wrong
22,17,5,0.9931373220914619,0.00686217366117603,5.733435273214127e-07,0.05841984247596835,0.001372434732235206,1.0,.:0.8243:original Ġshould:0.0835:original Ġbeen:0.0495:original Ġof:0.0187:original Ġmore:0.0079:original,121,17,17,True,I made a currency exchange and think I was charged more than I should of been. thank you in advance.,I made a currency exchange and think I was charged more than I should of been.
10,7,3,0.9999916281383605,1.3589715592843277e-06,7.016676590865245e-06,0.14285594687690864,4.5299051976144256e-07,1.0,Ġwrong:0.9423:original Ġrate:0.0460:original Ġis:0.0107:original Ġexchange:0.0007:original Ġpayment:0.0003:original,122,17,17,True,"Hello there, the card payment exchange rate is wrong",the card payment exchange rate is wrong
16,13,3,0.9999923131321111,1.3702045578156685e-06,6.323918569250964e-06,0.07692248562554702,4.5673485260522284e-07,1.0,.:0.9187:original Ġwrong:0.0435:original Ġcountry:0.0305:original Ġsomething:0.0030:original Ġrate:0.0013:original,123,17,17,True,"Good afternoon, The exchange rate was wrong when I bought something outside the country.",The exchange rate was wrong when I bought something outside the country.
15,9,6,0.9999985434467078,2.0915767828810772e-07,1.261551460629562e-06,0.11111094927185643,3.4859613048017955e-08,1.0,.:0.8314:original Ġwrong:0.1590:original Ġis:0.0090:original Ġrate:0.0004:original Ġpurchase:0.0002:original,124,17,17,True,"I would like to ask, The exchange rate on my purchase is wrong.",The exchange rate on my purchase is wrong.
21,16,5,0.9999695335558982,1.3149436426829197e-05,1.72294912772486e-05,0.06249809584724364,2.6298872853658394e-06,1.0,.:0.7722:original Ġrate:0.1891:original Ġexchange:0.0267:original .:0.0102:original Ġlow:0.0014:original,125,17,17,True,at your earliest convenience — This rate is too low. Are you sure your using the right exchange rate.,This rate is too low. Are you sure your using the right exchange rate.
17,11,6,0.9999984188761442,2.16560164467694e-07,1.3062002608421608e-06,0.09090894717055856,3.6093360744615666e-08,1.0,.:0.7407:original Ġwrong:0.2555:original Ġrate:0.0035:original Ġlooks:0.0002:original Ġexchange:0.0001:original,126,17,17,True,"I would like to ask, I bought something, but the exchange rate looks wrong.","I bought something, but the exchange rate looks wrong."
17,9,8,0.13425143587498667,0.8657466493694415,1.9359290490683634e-06,0.014916826208331853,0.10821833117118018,0.6,.:0.6564:noise ?:0.2089:noise Ġincorrect:0.1304:original Ġwas:0.0028:original Ġpurchase:0.0010:original,127,17,17,True,The rate applied to my foreign purchase was incorrect. could you confirm what is happening?,The rate applied to my foreign purchase was incorrect
20,14,6,0.8599432370945266,0.14005471655764268,2.058055997622432e-06,0.061424516935323324,0.023342452759607113,0.6,!:0.6361:original Ġwrong:0.2041:original ?:0.1316:noise Ġrate:0.0095:original Ġthe:0.0063:noise,128,17,17,True,I bought something in a foreign currency but the rate applied is wrong! what is the expected timeline?,I bought something in a foreign currency but the rate applied is wrong!
22,19,3,0.9999985662547388,2.400317136164176e-07,1.23933796203346e-06,0.052631503487091516,8.001057120547254e-08,1.0,.:0.6473:original Ġmuch:0.1377:original .:0.1027:original Ġcharged:0.0543:original Ġand:0.0273:original,129,17,17,True,"Hello there, My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.",My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.
22,15,7,0.46416290089316625,0.5358349274320062,2.2160941171023296e-06,0.03094419339287775,0.07654784677600089,0.4,.:0.4901:noise .:0.4488:original Ġbalance:0.0293:noise Ġas:0.0144:noise Ġrate:0.0100:original,130,17,17,True,You did not apply the correct exchange rate for an item that I bought. as this affects my account balance.,You did not apply the correct exchange rate for an item that I bought.
20,10,10,0.20203316422648854,0.7979665068709494,2.886878007757332e-07,0.020203316422648852,0.07979665068709493,0.4,.:0.7127:noise Ġincorrect:0.1962:original Ġthis:0.0457:noise ?:0.0359:noise Ġis:0.0052:original,131,17,17,True,The rate of exchange for my card payment is incorrect. is there a formal way to resolve this?,The rate of exchange for my card payment is incorrect
16,13,3,0.9999974364289415,4.076946851228058e-07,2.105019575537881e-06,0.07692287972530319,1.358982283742686e-07,1.0,.:0.9444:original Ġwrong:0.0416:original Ġwhen:0.0066:original Ġsomething:0.0038:original Ġwas:0.0016:original,132,17,17,True,"Hello there, The rate for a currency exchange was wrong when I bought something.",The rate for a currency exchange was wrong when I bought something.
15,12,3,0.9999822601939741,3.163051701449149e-06,1.459846316720359e-05,0.08333185501616451,1.0543505671497162e-06,1.0,?:0.8945:original Ġwrong:0.0771:original Ġabroad:0.0155:original Ġsomething:0.0079:original Ġwhen:0.0024:original,133,17,17,True,"Good afternoon, Why is the exchange rate wrong when I purchase something abroad?",Why is the exchange rate wrong when I purchase something abroad?
20,13,7,0.9999982203944544,2.5197328845649736e-07,1.5169297284955974e-06,0.07692294003034264,3.5996184065213906e-08,1.0,.:0.7951:original Ġcorrect:0.1930:original Ġnot:0.0042:original Ġwas:0.0040:original Ġrate:0.0034:original,134,17,17,True,"I’m hoping you can clarify, I bought an item and noticed the exchange rate was not correct.",I bought an item and noticed the exchange rate was not correct.
20,14,6,0.850504726312522,0.14948745907622651,7.947074664116371e-06,0.06075033759375158,0.024914576512704418,0.8,.:0.7063:original ?:0.1469:noise Ġrate:0.0619:original Ġstatement:0.0338:original Ġis:0.0280:original,135,17,17,True,I bought something overseas and the wrong exchange rate is on my statement. what are the next steps?,I bought something overseas and the wrong exchange rate is on my statement.
26,21,5,0.999999564376628,6.469942515074933e-08,3.128754144654522e-07,0.04761902687507752,1.2939885030149867e-08,1.0,.:0.4639:original .:0.3680:original Ġwrong:0.0511:original ĠPlease:0.0362:original ĠI:0.0274:original,136,17,17,True,"Could you please advise, The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra. Please fix.",The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.
14,0,0,0,0,1.7800042769522406e-05,,,0.0,Ġwrong:0.9703:content Ġcard:0.0150:content Ġrate:0.0056:content Ġpayment:0.0039:content ĠâĢĶ:0.0038:content,137,17,17,False,Why is your Exchange rate — rather for my for my card payment wrong,Why is your exchange rate for my card payment wrong
14,7,7,0.999584504226732,5.9162856246075535e-05,0.0003561720659490675,0.14279778631810455,8.45183660658222e-06,1.0,Ġ?:0.9599:original Ġcharged:0.0219:original Ġmore:0.0174:original Ġbeing:0.0002:original Ġam:0.0001:original,138,17,64,True,"I’m hoping you can clarify, Why am I being charged more ?",Why am I being charged more ?
19,14,5,0.9999990363967548,2.6505503969431743e-07,7.082502406774438e-07,0.0714285025997682,5.3011007938863485e-08,1.0,.:0.8515:original Ġincorrect:0.1365:original Ġwas:0.0043:original Ġgiven:0.0041:original Ġrate:0.0034:original,139,17,17,True,this is time-sensitive — I purchased an item and the exchange rate I was given was incorrect.,I purchased an item and the exchange rate I was given was incorrect.
15,12,3,0.9999997164949059,5.616573872657682e-08,2.5922227564478817e-07,0.08333330970790882,1.872191290885894e-08,1.0,.:0.8841:original Ġcorrect:0.1110:original Ġis:0.0030:original Ġrate:0.0018:original Ġexchange:0.0001:original,140,17,17,True,"Good afternoon, I don't think my card payment exchange rate is correct.",I don't think my card payment exchange rate is correct.
31,0,0,0,0,7.226734851428773e-06,,,0.0,?:0.5612:content .:0.2440:content Ġrate:0.1120:content Ġexchange:0.0254:content ?:0.0135:content,141,17,17,False,"When I made a purchase last Saturday, I waas charged extra. Did I recEive the riight exchange rate? what are the next steps?","When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?"
18,12,6,0.32386662367473207,0.6761331244162534,3.0365094971784856e-07,0.026988885306227672,0.11268885406937557,0.6,).:0.6366:noise .:0.3189:original Ġ(:0.0393:noise Ġexchange:0.0022:original Ġon:0.0014:original,142,17,17,True,They charged me wrong for a currency exchange on a purchase. (as soon as possible).,They charged me wrong for a currency exchange on a purchase.
16,0,0,0,0,4.111043665488978e-07,,,0.0,.:0.8141:content Ġincorrect:0.1684:content Ġrate:0.0078:content Ġrate:0.0041:content Ġexchange:0.0032:content,143,17,17,False,I believe my card payment (to clarify) exchange rate exchange rate is incorrect.,I believe my card payment exchange rate is incorrect.
26,20,6,0.8901415816113314,0.10985260339293745,5.9278454500599764e-06,0.04450707908056657,0.018308767232156242,0.8,.:0.4891:original .:0.2275:original Ġwrong:0.1383:original ?:0.1058:noise Ġrate:0.0174:original,144,17,17,True,"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong. what is the expected timeline?","Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong."
12,8,4,0.011979435027683394,0.988011233666839,9.348466846859083e-06,0.0014974293784604242,0.24700280841670974,0.6,.:0.9841:noise Ġoff:0.0068:original Ġtransaction:0.0045:original .:0.0039:noise Ġrate:0.0005:original,145,17,17,True,The exchange rate seems off on this transaction. many thanks.,The exchange rate seems off on this transaction
19,15,4,0.3219595592923383,0.6780388617693234,1.6031772247515619e-06,0.021463970619489223,0.16950971544233084,0.6,".:0.6522:noise ,:0.1613:original Ġcorrect:0.1516:original .:0.0258:noise Ġitem:0.0055:original",146,17,17,True,"The exchange rate given to me wasn't correct, after i purchased an item. kind regards.","The exchange rate given to me wasn't correct, after i purchased an item"
30,24,6,0.965218264497679,0.03477346730323916,8.24123253551079e-06,0.040217427687403294,0.005795577883873193,1.0,.:0.4807:original .:0.2428:original Ġright:0.1248:original Ġplease:0.0421:original Ġexchange:0.0308:original,147,17,17,True,"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please. what are the next steps?","Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please."
32,0,0,0,0,2.5121344151557423e-06,,,0.0,!:0.6710:content Ġmuch:0.1544:content Ġcharged:0.0424:content .:0.0416:content Ġway:0.0284:content,148,17,17,False,I'm pretty — to clarify sure something went sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!
19,13,6,0.9999295791562872,1.0005870876739209e-05,6.03512380621396e-05,0.07691765993509901,1.6676451461232016e-06,1.0,Ġrate:0.6232:original Ġitem:0.1478:original Ġbought:0.1329:original Ġfor:0.0598:original Ġexchange:0.0170:original,149,17,17,True,"I would like to ask, I wasn't applied the correct exchange rate for an item I bought",I wasn't applied the correct exchange rate for an item I bought
13,10,3,0.9324251797455503,0.06757212559341497,2.646066150191473e-06,0.09324251797455503,0.022524041864471656,0.8,.:0.7198:original Ġincorrect:0.2077:original .:0.0675:noise Ġis:0.0044:original Ġpayments:0.0004:original,150,17,17,True,the conversion value for my card payments is incorrect. please advise.,the conversion value for my card payments is incorrect.
24,17,7,0.5791098456075758,0.4208876071015766,2.5243411982955877e-06,0.03406528503573975,0.06012680101451094,0.8,.:0.5016:original ?:0.4117:noise Ġcurrency:0.0353:original Ġwas:0.0100:original Ġused:0.0087:original,151,17,17,True,The wrong exchange rate was used when I bought something with a foriegn currency. could you confirm what is happening?,The wrong exchange rate was used when I bought something with a foriegn currency.
20,15,5,0.9995019092975639,0.0004973253921036758,6.3697410723762e-07,0.06663346061983759,9.946507842073515e-05,1.0,.:0.6813:original Ġincorrect:0.2732:original Ġbut:0.0219:original Ġrate:0.0104:original Ġexchange:0.0044:original,152,17,17,True,I paid for something in foreign currency but noticed the exchange rate is incorrect. thank you in advance.,I paid for something in foreign currency but noticed the exchange rate is incorrect.
14,9,5,0.9994222131481365,9.901478097162908e-05,0.0004788181686308235,0.11104691257201517,1.9802956194325817e-05,1.0,Ġpurchase:0.7078:original Ġwas:0.1100:original Ġused:0.0824:original Ġrate:0.0406:original Ġin:0.0372:original,153,17,17,True,"Could you please advise, The incorrect rate was used in my foreign purchase",The incorrect rate was used in my foreign purchase
20,13,7,0.9999919684466363,1.153649670015966e-06,6.945202130737016e-06,0.07692245911127972,1.6480709571656656e-07,1.0,?:0.8560:original Ġincorrect:0.1116:original Ġitem:0.0145:original Ġbought:0.0099:original Ġfor:0.0042:original,154,17,17,True,"I’m hoping you can clarify, Why was the exchange rate incorrect for an item I recently bought?",Why was the exchange rate incorrect for an item I recently bought?
15,12,3,0.9999858562445638,2.504148596926825e-06,1.155742120317882e-05,0.08333215468704698,8.347161989756083e-07,1.0,?:0.7874:original Ġwrong:0.1812:original Ġitem:0.0145:original Ġfor:0.0075:original Ġbought:0.0056:original,155,17,17,True,"Good afternoon, Why is my exchange rate wrong for an item I bought?",Why is my exchange rate wrong for an item I bought?
18,12,6,0.8908677527877806,0.10913006505668932,2.1561527319136076e-06,0.07423897939898172,0.018188344176114885,0.6,?:0.8711:original ).:0.0949:noise Ġ(:0.0142:noise Ġtransaction:0.0094:original Ġapplied:0.0069:original,156,17,32,True,How can I check the exchange rate applied to my transaction? (at your earliest convenience).,How can I check the exchange rate applied to my transaction?
15,0,0,0,0,5.340998905012384e-05,,,0.0,Ġwrong:0.4140:content Ġcard:0.3621:content Ġpayment:0.1263:content Ġ(:0.0438:content Ġrate:0.0206:content,157,17,76,False,Your exchange rate (rather) is totally is totally wrong for my card payment,Your exchange rate is totally wrong for my card payment
31,22,9,0.9999719808196801,2.6343072964785108e-05,1.6155699995579198e-06,0.04545327185544001,2.9270081071983454e-06,1.0,?:0.3817:original .:0.3729:original Ġchanged:0.0900:original Ġdifferent:0.0691:original Ġmine:0.0551:original,158,17,17,True,I’m using a different device than usual — The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?
21,15,6,0.999993161443097,9.825237086147354e-07,5.926172434556065e-06,0.06666621076287313,1.6375395143578922e-07,1.0,.:0.8377:original Ġapplied:0.0605:original Ġcountry:0.0384:original Ġin:0.0152:original Ġrate:0.0152:original,159,17,17,True,"I would like to ask, I go the wrong exchange rate applied to my purchase in a foreign country.",I go the wrong exchange rate applied to my purchase in a foreign country.
21,14,7,0.9999994116638784,8.333319900799552e-08,5.016827344661579e-07,0.07142852940456275,1.1904742715427931e-08,1.0,.:0.8722:original Ġit:0.1131:original Ġup:0.0046:original Ġon:0.0043:original Ġcharged:0.0036:original,160,34,34,True,"I’m hoping you can clarify, My statement has a dollar I have been charged showing up on it.",My statement has a dollar I have been charged showing up on it.
16,13,3,0.9589762291506503,0.04101843111538983,5.406319360190537e-06,0.07376740224235771,0.01367281037179661,0.8,?:0.9470:original .:0.0409:noise Ġin:0.0061:original Ġstatement:0.0045:original Ġmy:0.0007:original,161,34,34,True,Why is there a fee for an extra pound in my statement? many thanks.,Why is there a fee for an extra pound in my statement?
16,11,5,0.9997563467041459,4.1738826666914974e-05,0.00020184172899462283,0.09088694060946781,8.347765333382996e-06,1.0,.:0.9845:original Ġfee:0.0084:original Ġstatement:0.0063:original Ġmy:0.0004:original Ġon:0.0001:original,162,34,34,True,"Could you please advise, I'm not okay with this fee on my statement.",I'm not okay with this fee on my statement.
14,11,3,0.9999701294192391,4.8590385972602235e-06,2.508831676095724e-05,0.090906375401749,1.6196795324200746e-06,1.0,?:0.9178:original Ġaccount:0.0545:original Ġcharged:0.0160:original Ġmy:0.0103:original Ġdollar:0.0007:original,163,34,34,True,"Hello there, Why is there an extra dollar charged to my account?",Why is there an extra dollar charged to my account?
18,12,6,0.7675858618856637,0.23225586777516583,0.00015823435387574136,0.06396548849047197,0.03870931129586097,0.6,.:0.7561:original ).:0.1527:noise Ġ(:0.0794:noise Ġrecognize:0.0058:original Ġstatement:0.0037:original,164,34,34,True,There is a fee I don't recognize on my statement. (as soon as possible).,There is a fee I don't recognize on my statement.
21,13,8,0.6648586683798916,0.33513991995641845,1.4179311165207764e-06,0.05114297449076089,0.04189248999455231,0.6,.:0.5526:original ).:0.2592:noise Ġcharged:0.0834:original Ġ(:0.0565:noise Ġrefund:0.0231:original,165,34,34,True,I would like a refund on the extra pound I was charged. (I’m receiving an error message).,I would like a refund on the extra pound I was charged.
14,11,3,0.9081511451175288,0.09184041045955382,8.428044566244353e-06,0.08255919501068444,0.030613470153184608,0.8,?:0.7447:original Ġcharge:0.1096:original .:0.0910:noise Ġis:0.0528:original 1:0.0010:original,166,34,34,True,Can you explain what this random $1 charge is? many thanks.,Can you explain what this random $1 charge is?
